mls,price,address,beds,baths,sqft,year_built,lot_size,garage,agent,city
2124079,"$724,900","3263 S Imperial Park Ln, Millcreek, UT 84106",4,3,2242,1986,0.09 Ac,2124079,"Contact Agent Benny Keele 801-201-5237 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",millcreek
2123410,"$535,000","1077 E 4025 S, Millcreek, UT 84124",3,2,1750,1959,0.18 Ac,2123410,"Contact Agent Sasha Goupee 208-850-7037 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",millcreek
2123146,"$1,575,000","3562 S 1100 E, Millcreek, UT 84106",6,5,4398,2025,0.26 Ac,2123146,"Contact Agent Alisa M Bair 801-558-4063 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",millcreek
2121805,"$775,000","3131 E 3900 S, Millcreek, UT 84124",5,3,3296,1974,0.27 Ac,2121805,"Contact Agent Lori Gee 801-891-8983 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",millcreek
2121807,"$779,999","2596 E Gregson Ave, Millcreek, UT 84109",4,3,1967,1948,0.15 Ac,2121807,"Contact Agent Jake Bailey 385-450-9189 Co-Agent Dane Graham 801-557-1531 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",millcreek
2122704,"$675,000","2989 S 3435 E, Millcreek, UT 84109",4,2,2634,1953,0.21 Ac,2122704,"Contact Agent Ryan Evans 801-860-9090 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",millcreek
2121419,"$695,000","787 E Redmaple Cir, Millcreek, UT 84106",4,3,2531,1962,0.07 Ac,2121419,"Contact Agent Charles D Medalie 888-817-3383 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",millcreek
2121379,"$1,125,000","3651 E Oakview Dr, Millcreek, UT 84124",5,3,2966,1965,0.21 Ac,2121379,"Contact Agent Jason Jentzsch 801-635-6674 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",millcreek
2121668,"$855,000","1371 E Skyview Dr, Millcreek, UT 84124",5,3,3016,1957,0.19 Ac,2,"Contact Agent Cody Chamberlain 801-230-5218 Co-Agent Cam Chamberlain 801-201-8500 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",millcreek
2121007,"$469,900","1347 E 4065 S, Millcreek, UT 84124",2,1,833,1959,0.15 Ac,2121007,"Contact Agent Tracy L Duncan 435-881-0771 Co-Agent Jenelle Parker 435-314-8304 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",millcreek
2120931,"$2,500,000","755 E Zenith Ave, Millcreek, UT 84106",4,3,2040,1951,1.19 Ac,0,"Contact Agent Adam D Maack 801-913-6157 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",millcreek
2120393,"$745,000","1199 E Lorraine Dr, Millcreek, UT 84106",3,3,1854,1942,0.17 Ac,2120393,"Contact Agent Carlos Garcia 801-682-9486 Co-Agent ALLISON GARCIA 801-520-7437 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",millcreek
2120735,"$749,900","1037 E Millcreek Way, Millcreek, UT 84106",5,3,2050,1954,0.18 Ac,2120735,"Contact Agent Stephanie Poulos Arrasi 801-703-8780 Co-Agent Anthony S Arrasi 801-703-8779 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",millcreek
2120266,"$925,000","3820 S Viking Rd, Millcreek, UT 84109",5,3,2776,1959,0.18 Ac,2,"Contact Agent Samantha Stechschulte 801-755-2149 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",millcreek
2120128,"$750,000","1170 E Sierra Way, Millcreek, UT 84106",4,3,2211,1953,0.20 Ac,0,"Contact Agent Brian Babb 801-529-7600 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",millcreek
2119758,"$1,197,500","842 E 4170 S, Millcreek, UT 84107",5,5,3450,2025,0.12 Ac,4,"Contact Agent Kelli Wilkinson Buttars 801-580-3606 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",millcreek
2119310,"$1,450,000","2183 E 3780 S, Millcreek, UT 84109",6,4,4484,1975,0.26 Ac,4,"Contact Agent Samantha K Knaphus 801-842-6190 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",millcreek
2119166,"$650,000","3206 S Imperial St, Millcreek, UT 84106",4,2,1612,1945,0.19 Ac,4,"Contact Agent Jeffrey Morris 801-675-1722 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",millcreek
2118742,"$980,000","1416 E Farm Meadow Ln, Millcreek, UT 84117",6,4,4726,1991,0.18 Ac,2,"Contact Agent Ab Moreno 801-830-4309 Co-Agent Jeremy Martin 801-598-9838 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",millcreek
2118073,"$1,475,000","830 E Grand Cayman Dr, Millcreek, UT 84107",5,6,4114,2025,0.13 Ac,760,"Contact Agent Jennifer Langford 801-928-8120 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",millcreek
2118518,"$1,499,000","2415 E Arnett Dr, Millcreek, UT 84109",7,4,4432,1972,14 sq. ft,2118518,"Contact Agent Tom Swallow 801-573-4624 Co-Agent Jean Phillipp-Wallgren 801-910-1239 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",millcreek
2117790,"$475,000","4247 S 615 E, Millcreek, UT 84107",3,2,1695,1958,0.25 Ac,4,"Contact Agent Mariah Gee 801-989-4626 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",millcreek
2118021,"$449,000","779 E 4070 S, Millcreek, UT 84107",3,1,1516,1957,0.37 Ac,0,"Contact Agent W. Scott Bennett 801-598-9055 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",millcreek
2116787,"$977,000","2311 E Delia Dr, Millcreek, UT 84109",4,3,2820,1953,0.27 Ac,2116787,"Contact Agent Heather Pappas 801-641-2766 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",millcreek
2116688,"$574,900","3663  Redmaple Rd, Millcreek, UT 84106",3,2,1457,1930,0.14 Ac,0,"Contact Agent Hailee L Green 605-370-8203 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",millcreek
2116648,"$1,197,500","832 E 4170 S, Millcreek, UT 84107",4,4,3502,2025,0.13 Ac,2116648,"Contact Agent Kelli Wilkinson Buttars 801-580-3606 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",millcreek
2116631,"$899,000","4538 S Range Cir, Millcreek, UT 84117",6,4,3609,1959,0.24 Ac,2116631,"Contact Agent Cherie Orellana 801-231-1843 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",millcreek
2116545,"$799,990","3485 S Fleetwood Dr, Millcreek, UT 84109",3,2,1341,1954,0.20 Ac,4,"Contact Agent Lisa S. Blakemore 801-455-1800 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",millcreek
2115339,"$1,250,000","3821 S Parkview Dr, Millcreek, UT 84124",3,1,1254,1954,0.47 Ac,,"Contact Agent Adam Kirkham 801-450-1800 Co-Agent Sean Steinman 801-913-3790 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",millcreek
2114935,"$560,000","1466 E 4230 S, Millcreek, UT 84124",3,1,1144,1953,0.20 Ac,2114935,"Contact Agent Michele Nuttall 801-599-2359 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",millcreek
2114295,"$1,059,000","2776 E 3220 S, Millcreek, UT 84109",4,2,2756,1951,0.23 Ac,2114295,"Contact Agent Scott Allen 801-424-9283 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",millcreek
2115177,"$1,595,000","924 E College St, Millcreek, UT 84117",5,4,5468,2001,0.43 Ac,4,"Contact Agent Bradley Winget 801-554-8916 Co-Agent Mason A Peters 801-834-8114 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",millcreek
2113661,"$575,000","746 E Zenith Ave, Millcreek, UT 84106",4,2,1584,1942,0.14 Ac,4,"Contact Agent Sarah Green 435-849-6234 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",millcreek
2113137,"$534,900","463 E Doreen St, Millcreek, UT 84107",3,2,2260,1962,0.19 Ac,2113137,"Contact Agent Brad Blumenthal 801-573-3313 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",millcreek
2113408,"$679,000","3091 S 700 E, Millcreek, UT 84106",4,3,4016,1908,0.35 Ac,0,"Contact Agent Shanna R Robinson 801-889-3666 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",millcreek
2113303,"$675,000","3060 S Cascade Way, Millcreek, UT 84109",4,2,2348,1955,0.21 Ac,2113303,"Contact Agent Monica Draper 435-313-7905 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",millcreek
2113000,"$830,000","4236 S Sunset View Dr, Millcreek, UT 84124",5,3,2196,1959,0.21 Ac,2113000,"Contact Agent Dane Graham 801-557-1531 Co-Agent Jake Bailey 385-450-9189 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",millcreek
2105312,"$699,900","3245 E Cummings Rd, Millcreek, UT 84109",4,2,2116,1955,0.18 Ac,2105312,"Contact Agent Julie Shaw 801-859-6229 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",millcreek
2111132,"$1,425,000","2341 E Neffs Ln, Millcreek, UT 84109",4,4,3558,1966,0.23 Ac,2111132,"Contact Agent Michael Everton 801-638-0277 Co-Agent Tamera Delaney 801-647-5889 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",millcreek
2108419,"$1,059,900","4472 S 1500 E, Millcreek, UT 84124",4,3,5453,2005,0.21 Ac,2108419,"Contact Agent Steven R Barton 801-661-1161 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",millcreek
2108355,"$859,900","3801 S 2700 E, Millcreek, UT 84109",5,2,2286,1956,0.18 Ac,2108355,"Contact Agent Tonya M Allen 801-380-1062 Co-Agent Sean M Singleton 801-433-7974 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",millcreek
2105229,"$1,399,999","3662 E Oakview Dr, Millcreek, UT 84124",5,4,3592,1966,0.19 Ac,2105229,"Contact Agent Zula Mungunzul Balchinpurev 801-860-4686 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",millcreek
2105020,"$1,650,000","1772 E Countryside Dr, Millcreek, UT 84106",5,4,5394,1969,0.37 Ac,1,"Contact Agent Lesley-Anne Lawrence 801-898-7676 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",millcreek
2103820,"$915,000","2150 E 3205 S, Millcreek, UT 84109",7,4,3530,1951,0.32 Ac,2103820,"Contact Agent Dallas G. Eichers 801-541-2485 Co-Agent Craig E. Voegeli 801-201-3344 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",millcreek
2103033,"$1,100,000","4521 S Bruce, Millcreek, UT 84124",4,3,2886,1959,0.25 Ac,2103033,"Contact Agent Meghan Castleton 801-557-9907 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",millcreek
2102325,"$655,000","1275 E Lavon Dr, Millcreek, UT 84106",3,2,2186,1951,0.24 Ac,2102325,"Contact Agent P. Brian Olsen 801-318-3108 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",millcreek
2101316,"$1,295,000","1466 E Winderbrook Way, Millcreek, UT 84124",7,4,5280,1989,0.24 Ac,2101316,"Contact Agent Mandy Bullock 801-548-2607 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",millcreek
2095768,"$540,000","1700 E 3300 S, Millcreek, UT 84106",2,1,972,1935,0.37 Ac,,"Contact Agent Zachary Ulland 801-577-7793 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",millcreek
2096251,"$5,000,000","5060 S Mile High, Millcreek, UT 84124",4,5,9128,1979,48.99 Ac,4,"Contact Agent Tyler B Parrish 801-815-5765 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",millcreek
2097548,"$495,000","1248 E Freshman Cir, Millcreek, UT 84117",2,2,1980,1988,0.10 Ac,2097548,"Contact Agent Joan Vickers 801-564-2278 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",millcreek
2124170,"$750,000","3217 E Nutree Dr, Cottonwood Heights, UT 84121",4,2,2147,1973,0.16 Ac,2124170,"Contact Agent Katie Lowder 801-979-7653 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",cottonwood-heights
2123984,"$1,390,000","7565 S 3500 E, Cottonwood Heights, UT 84121",7,3,4620,1969,0.23 Ac,2123984,"Contact Agent April Waldron 801-358-9974 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",cottonwood-heights
2123850,"$1,400,000","8044 S Top Of The World Dr, Cottonwood Heights, UT 84121",6,6,4392,1981,0.26 Ac,2123850,"Contact Agent Anna Parker 253-370-7797 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",cottonwood-heights
2123797,"$1,250,000","3261 E Lantern Hill Ct, Cottonwood Heights, UT 84093",4,5,4102,1999,0.10 Ac,2123797,"Contact Agent Raeanne H Wright 801-888-4525 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",cottonwood-heights
2123753,"$800,000","7775 S Steffensen Dr, Cottonwood Heights, UT 84121",6,3,2376,1954,0.28 Ac,2123753,"Contact Agent Jennifer Beck 801-455-6020 Co-Agent Erin Beck 801-518-0226 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",cottonwood-heights
2121729,"$1,625,000","2795 E Palma Way, Cottonwood Heights, UT 84121",6,4,4532,1994,0.23 Ac,2121729,"Contact Agent Sarah Martindale 385-221-8151 Co-Agent Christopher B Martindale 801-330-7430 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",cottonwood-heights
2121667,"$949,000","3181 E Deer Creek Cir, Cottonwood Heights, UT 84121",5,4,3818,1992,0.23 Ac,2,"Contact Agent Aamer Parvez 718-200-6680 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",cottonwood-heights
2120888,"$750,000","2050 E 6535 S, Cottonwood Heights, UT 84121",3,3,1729,1983,0.34 Ac,2120888,"Contact Agent Sloane Petersen 801-529-3867 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",cottonwood-heights
2120766,"$555,900","3045 E 7110 S, Cottonwood Heights, UT 84121",3,2,1274,1959,0.18 Ac,2120766,"Contact Agent Dan Hansen 801-598-8755 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",cottonwood-heights
2120463,"$699,900","3341 E Norwood Rd, Cottonwood Heights, UT 84121",4,3,2085,1979,0.14 Ac,2120463,"Contact Agent Joe Reardon 801-879-8895 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",cottonwood-heights
2120286,"$750,000","6851 S 2300 E, Cottonwood Heights, UT 84121",5,3,2672,1962,0.19 Ac,2,"Contact Agent Tamra Rieper 801-699-8781 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",cottonwood-heights
2119958,"$737,000","7931 S Norwood Rd, Cottonwood Heights, UT 84121",3,3,2512,1977,0.16 Ac,2119958,"Contact Agent Connie S Elliott 801-558-3672 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",cottonwood-heights
2124259,"$955,000","887 E 3rd Ave, Salt Lake City, UT 84103",3,2,1897,1891,0.13 Ac,0,"Contact Agent Joshua L Low 435-764-5430 Co-Agent Joshua D Low 435-774-3132 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",salt-lake-city
2119856,"$1,050,000","2201 E Pink Coral Cir, Cottonwood Heights, UT 84121",5,4,3443,1991,0.26 Ac,2119856,"Contact Agent Gail Wathen 801-859-4245 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",cottonwood-heights
2124258,"$304,000","1494 W 800 S, Salt Lake City, UT 84104",1,1,709,1943,0.14 Ac,2124258,"Contact Agent Andrew J Warr 801-647-4050 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",salt-lake-city
2119577,"$730,000","1952 E Meadow Downs Way, Cottonwood Heights, UT 84121",4,3,3507,2002,0.12 Ac,2119577,"Contact Agent Annette Judd 801-209-6654 Co-Agent Aaron J Pehrson 801-897-2600 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",cottonwood-heights
2124228,"$335,000","709 W 400 N, Salt Lake City, UT 84116",3,1,1060,1915,0.03 Ac,0,"Contact Agent Justin Udy 801-573-1601 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",salt-lake-city
2118070,"$1,300,000","8504 S Kings Hill Dr, Cottonwood Heights, UT 84121",6,6,5469,1972,0.25 Ac,2118070,"Contact Agent Torie Okamura Frankenberry 801-808-6376 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",cottonwood-heights
2118951,"$480,000","6700 S 1655 E, Cottonwood Heights, UT 84121",4,2,1824,1890,0.19 Ac,0,"Contact Agent Emily Gygi 801-699-2563 Co-Agent Tawnya Krull 801-318-1424 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",cottonwood-heights
2124215,"$1,200,000","619 E 17th Ave, Salt Lake City, UT 84103",6,3,3228,1962,0.28 Ac,2124215,"Contact Agent Shauna Hillstead 801-712-4167 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",salt-lake-city
2117789,"$750,000","7138 S Chris Ln, Cottonwood Heights, UT 84121",5,3,3019,1967,0.23 Ac,2117789,"Contact Agent Elle Johansen 801-860-9336 Co-Agent Eddee Johansen 801-860-9348 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",cottonwood-heights
2124181,"$424,900","2940 W Tess Ave, Salt Lake City, UT 84119",3,1,1170,1955,0.24 Ac,2,"Contact Agent Ginger Law 435-703-3163 Co-Agent Fred B Law 801-631-5478 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",salt-lake-city
2124169,"$1,500,000","5089 S 2050 E, Salt Lake City, UT 84117",5,5,5240,1945,0.58 Ac,2124169,"Contact Agent Ross Brookham 801-657-0206 Your Name Your Email Your Phone # Sending Feedback... var onloadCallback = function(){ grecaptcha.render('captcha_here', { sitekey: '6LeqISkUAAAAAE6jbUjT6D8UBYCTSMx7NxITOCUM' }); };",salt-lake-city
